2187.5362706875185,2157.890855013451,2261.443321149439,2229.460923642908,699.4169
8595.073905922827,892.4628733243575,8670.232216526225,965.2446365572247,768.4213
8634.389357297277,1049.1122234699353,8712.54941821293,1124.8008200084603,933.9616
8840.04274719325,1208.7370476774247,8915.059293623073,1281.381529397919,760.6033
8839.539915941194,1247.7758079276239,8915.56212487513,1321.394152546856,816.0635
8879.200289634115,1246.6564069581816,8957.534404243735,1322.5135535162983,943.5603
8838.135027171726,1325.4667259175387,8916.967013644598,1401.806001355348,971.0169
8920.447713076685,1326.125255745998,8997.919633862313,1401.1474715268887,896.0121
9003.352919918327,1406.4089540709122,9078.279733142974,1478.9665400002466,755.6547
9043.693446132109,1405.948198823758,9119.57185999034,1479.4272952474007,808.1335
9125.548361410867,1485.2148163858121,9200.982250834255,1558.263444483888,783.6189
9083.60880403503,1523.652794421332,9161.289155148941,1598.876849847504,907.5066
8432.595811653859,1644.2133353962474,8506.179698550224,1715.470459070266,681.5951
8513.855879525236,1643.8525315558452,8588.184936801514,1715.8312629106683,722.6897
9004.075619825036,1565.2115686050145,9077.557033236264,1636.3694590630923,675.9439
9084.780511772182,1564.3131438109642,9160.117447411789,1637.2678838571426,778.2721
8799.901839552056,1802.276484941505,8873.56754820312,1873.612843121957,686.1074
8799.47194395489,1841.385874580819,8873.997443800286,1913.5548368817783,733.5231
8840.375527621825,1801.94468089876,8914.726513194499,1873.944647164702,723.899
8881.015412336115,1801.7738182701585,8955.719281541735,1874.1155097933035,743.3598
8963.254890589915,1762.8357636147773,9036.74510941023,1834.0021810491442,676.4295
9085.271493983606,1722.8913676918248,9159.626465200365,1794.8951935730954,724.1188
9167.086937241556,1723.0683779614546,9241.076328064713,1794.7181833034656,703.9578
9207.534579907593,1722.7113520843998,9282.261338459828,1795.0752091805205,744.6221
9166.321463286406,1761.852800415731,9241.841802019864,1834.9851442481904,788.3864
9206.025689944323,1760.7758657560983,9283.770228423098,1836.0620789078232,911.0464
9167.076135384483,1802.1093010641052,9241.087129921787,1873.7800269993568,705.1492
9207.65023974503,1801.8747380927998,9282.145678622392,1874.0145899706622,731.8653
9248.593513935479,1762.4719798981034,9322.835057493094,1834.365964765818,717.8635
9367.353453526488,1719.3738976840432,9448.973077085906,1798.412663580877,1124.7493
9371.110062706535,1762.5374125024111,9445.216467905859,1834.3005321615103,710.4109
9288.88738381564,1801.4917353155513,9364.173840674452,1874.3975927479107,775.4883
9330.327306795893,1841.6213049999003,9404.366570755354,1913.319406462697,706.7082
9408.950561932234,1759.6556825032822,9489.008621741308,1837.1822621606393,1038.6323
8840.349385205604,1880.9707485195308,8914.75265561072,1953.0213463423374,726.7824
8839.992877682884,1920.151205661526,8915.10916313344,1992.8922725994785,766.1037
8881.343231562583,1960.1940384696898,8955.391462315267,2031.9008231905857,707.2027
9124.970046810595,1919.4373971088655,9201.560565434527,1993.606081152139,847.4046
9084.193640186251,1959.001746425417,9160.70431899772,2033.0931152348585,843.0016
9289.324495459516,1880.9664086466933,9363.736729030576,1953.025686215175,727.2767
9289.598969070194,1920.7578949494848,9363.462255419898,1992.2855833115198,697.0034
9330.274234082484,1920.6212938741392,9404.419643468762,1992.4221843868654,712.5619
9246.660091224161,1997.753843280616,9324.768480204411,2073.3924017789304,931.112
8881.449032461474,2157.9249523837766,8955.285661416376,2229.4268262725823,695.5333
8916.635938629452,2073.4221540085164,9001.731408309546,2155.8268578493007,1316.435
8921.55247631821,2117.7089197546675,8996.814870620788,2190.591475502556,774.1613
9085.544108956798,2118.4122794247382,9159.353850227173,2189.8881158324853,694.0505
9085.490720728343,2157.886271061178,9159.407238455628,2229.465507595181,699.939
9200.111273362589,2110.779691596103,9289.684645004832,2197.5207036611205,1563.382
9166.313392266457,2157.1019016021173,9241.849873039813,2230.2498770542416,789.2766
9248.150601529345,2157.2999896235606,9323.277969899227,2230.0517890327983,766.7149
9493.76755422474,2118.4705564628666,9567.456935571476,2189.829838794357,687.4129
9533.969119634266,2157.4009261278893,9608.888023223097,2229.9508525284696,755.2185
9615.853647087573,2039.0677610135522,9690.268801892093,2111.1298674451295,727.4378
9615.690883936342,2078.435836222795,9690.431565043324,2150.813175635022,745.3899
2184.386912826795,2194.366773290566,2264.592679010162,2272.03638876493,1046.778
2186.941155817682,2236.3659414042454,2262.038436019275,2309.088604050386,765.0556
2186.0483316486457,2314.5527322287535,2262.9312601883116,2389.0045800244197,863.5304
2187.5316213738474,2355.514811211626,2261.44797046311,2427.093884440683,699.9297
2105.6560942587084,2473.8566920689655,2180.058191455578,2545.9061537810203,726.7177
2146.822081273022,2434.669604394972,2220.524857502785,2506.0418580558785,688.1516
2350.4808820580106,2355.2087593052765,2425.0293220239187,2427.399936347032,734.7882
1982.213496134122,2512.420184003179,2058.6028303967128,2586.3940452459437,836.3097
2105.034719107828,2512.7806568437713,2180.679566606458,2586.0335724053516,795.2528
2513.951279306983,2553.0358238350072,2588.089537019548,2624.829788813251,712.1675
2391.762150835847,2632.3388417183182,2465.3807063072327,2703.629537728481,683.507
2636.4763406377197,2592.6351915268538,2710.462434872633,2664.28180452081,703.776
2146.8477776162476,2750.900021802419,2220.499161159559,2822.2225078420583,685.3174
2432.1035719155866,2789.9817198393644,2506.6719382886436,2862.1921932042483,735.8871
2473.3503452883447,2790.3985557138794,2547.057817977036,2861.775357329733,688.4106
2677.5259116666157,2671.9124441038807,2751.0455169048864,2743.1073187420548,678.0501
2105.4946267138,2829.4315555135595,2180.2196590004864,2901.7937409291894,744.5269
2064.267266583592,2947.610594122305,2139.8143660695428,3020.768852518121,789.8622
2473.125616976652,2829.7066251353262,2547.2825462887286,2901.5186713074227,713.1972
2473.0299733049555,2869.139697468966,2547.378189960425,2941.136982373054,723.7463
2431.5115278775315,2907.9854716602476,2507.2639823266986,2981.342591581042,801.1871
2472.8205683260153,2908.4626056910924,2547.5875949393653,2980.8654575501973,746.8428
2554.440931713297,2947.97639632323,2629.232537674755,3020.403050317196,748.1983
1855.3498010013489,3654.3901234991745,1940.5685663456645,3736.914224327048,1323.2345
2024.2023019627209,3738.8520315449578,2098.2466776292645,3810.55508307967,706.9901
4472.612389140858,3422.0950013420506,4547.795774124596,3494.9010460888157,769.8041
4432.121380383031,3461.935724086179,4506.654129821274,3534.1117067440937,733.9229
4472.579879304606,3501.114902884082,4547.828283960848,3573.9839113453263,773.3898
4513.638574883585,3461.8239163891585,4588.402241443021,3534.2235144411143,746.6575
4548.175459309714,3455.7430337192027,4635.498010078041,3540.30439711107,1439.2539
4512.652203223273,3500.394426046129,4589.388613103332,3574.704388183279,855.4502
4553.885904480585,3500.7986031533833,4629.78756490717,3574.300211076025,809.4155
4633.755812151275,3459.5659050475124,4713.182963359152,3536.4815257827604,1003.839
4633.9624545602555,3499.291705008742,4712.976320950172,3575.807109220666,981.0472
4551.99772735223,3538.495822930379,4631.675742035525,3615.654374698435,1017.6736
4635.237602273354,3540.0522235452463,4711.701173237073,3614.0979740835674,840.4037
4594.471997506085,3579.6270331582314,4670.834124943192,3653.5745478697186,834.8093
4633.507068429965,3577.9021018391527,4713.431707080462,3655.2994791887972,1031.2744
4674.067684521579,3459.0774020072854,4754.503744049997,3536.9700288229874,1059.4782
4672.259474137722,3496.8520599359317,4756.311954433855,3578.2467542934764,1258.9163
4717.929403985528,3501.552189630134,4792.2746776472,3573.5466245992743,723.584
4793.248707048117,3455.9127795526892,4880.220680707282,3540.1346512775835,1419.9203
4717.702158806684,3540.8578217692957,4792.501922826044,3613.292375859518,748.6482
4716.656823912115,3579.3712326421023,4793.547257720613,3653.8303483858476,863.9443
4799.966874637427,3541.4698983645035,4873.502513117971,3612.68029926431,678.9343
4024.3293221555027,3659.923651889514,4098.119657436557,3731.3806959367084,692.9803
4064.5353192814405,3738.3840048377897,4139.546313371769,3811.023109786838,760.2971
4105.656953765589,3699.1539670852762,4180.05733194877,3771.2017641402163,726.6229
4145.962745218055,3738.185267108496,4221.384193557456,3811.2218475161317,782.9328
4228.037404033433,3659.561912996599,4302.574840864748,3731.7424348296236,734.1814
4269.38574695751,3660.0771067376677,4342.859151001822,3731.227241088555,675.5022
4187.416039508221,3699.2764018955527,4261.563552328812,3771.07932932994,712.6779
